18:40:13 18/12/2023 - User: 100075058221244, Message: ohh parang terminal
19:21:22 18/12/2023 - User: 100045914132564, Message: Adc at callad
19:21:23 18/12/2023 - User: undefined, Message: undefined
19:21:23 18/12/2023 - User: undefined, Message: undefined
19:21:23 18/12/2023 - User: undefined, Message: undefined
19:21:23 18/12/2023 - User: undefined, Message: undefined
19:21:23 18/12/2023 - User: undefined, Message: undefined
19:21:27 18/12/2023 - User: 100045914132564, Message: HWHAHAAH
19:21:28 18/12/2023 - User: undefined, Message: undefined
19:21:28 18/12/2023 - User: undefined, Message: undefined
19:21:28 18/12/2023 - User: 100045914132564, Message: undefined
19:21:28 18/12/2023 - User: undefined, Message: undefined
19:21:28 18/12/2023 - User: 100045914132564, Message: undefined
19:21:28 18/12/2023 - User: undefined, Message: undefined
19:21:28 18/12/2023 - User: 100045914132564, Message: undefined
19:21:28 18/12/2023 - User: undefined, Message: undefined
19:21:30 18/12/2023 - User: 100045914132564, Message: undefined
19:21:30 18/12/2023 - User: undefined, Message: undefined
19:21:33 18/12/2023 - User: 100036956043695, Message: Hh
19:21:34 18/12/2023 - User: undefined, Message: undefined
19:22:32 18/12/2023 - User: undefined, Message: undefined
19:23:45 18/12/2023 - User: undefined, Message: undefined
19:23:47 18/12/2023 - User: 61554201747411, Message: 
19:23:48 18/12/2023 - User: undefined, Message: undefined
19:23:48 18/12/2023 - User: undefined, Message: undefined
19:23:48 18/12/2023 - User: undefined, Message: undefined
19:23:48 18/12/2023 - User: 61554201747411, Message: undefined
19:23:48 18/12/2023 - User: undefined, Message: undefined
19:23:48 18/12/2023 - User: 61554201747411, Message: undefined
19:23:48 18/12/2023 - User: undefined, Message: undefined
19:23:49 18/12/2023 - User: undefined, Message: undefined
19:23:49 18/12/2023 - User: 61554201747411, Message: undefined
19:23:49 18/12/2023 - User: 61554201747411, Message: ganito kasi haha
19:23:49 18/12/2023 - User: undefined, Message: undefined
19:23:49 18/12/2023 - User: undefined, Message: undefined
19:23:49 18/12/2023 - User: undefined, Message: undefined
19:23:49 18/12/2023 - User: undefined, Message: undefined
19:23:49 18/12/2023 - User: 61554201747411, Message: undefined
19:23:49 18/12/2023 - User: 61554201747411, Message: undefined
19:23:49 18/12/2023 - User: undefined, Message: undefined
19:23:51 18/12/2023 - User: undefined, Message: undefined
19:23:51 18/12/2023 - User: undefined, Message: undefined
19:23:51 18/12/2023 - User: undefined, Message: undefined
19:23:53 18/12/2023 - User: 61554201747411, Message: undefined
19:23:53 18/12/2023 - User: 61554201747411, Message: undefined
19:24:20 18/12/2023 - User: undefined, Message: undefined
19:24:22 18/12/2023 - User: undefined, Message: undefined
19:24:22 18/12/2023 - User: undefined, Message: undefined
19:24:23 18/12/2023 - User: undefined, Message: undefined
19:24:23 18/12/2023 - User: 61554201747411, Message: /uid
19:24:24 18/12/2023 - User: undefined, Message: undefined
19:24:24 18/12/2023 - User: undefined, Message: undefined
19:24:24 18/12/2023 - User: 100090137892688, Message: 61554201747411
19:24:24 18/12/2023 - User: undefined, Message: undefined
19:24:24 18/12/2023 - User: undefined, Message: undefined
19:24:25 18/12/2023 - User: undefined, Message: undefined
19:24:26 18/12/2023 - User: undefined, Message: undefined
19:24:33 18/12/2023 - User: undefined, Message: undefined
19:24:34 18/12/2023 - User: undefined, Message: undefined
19:24:47 18/12/2023 - User: undefined, Message: undefined
19:24:49 18/12/2023 - User: undefined, Message: undefined
19:24:49 18/12/2023 - User: 61554201747411, Message: prefix
19:24:49 18/12/2023 - User: undefined, Message: undefined
19:24:49 18/12/2023 - User: undefined, Message: undefined
19:24:49 18/12/2023 - User: 100084460236270, Message: Jyro Bot Prefix: .

please use 【 .help 】 for commands category.
19:24:49 18/12/2023 - User: 100090137892688, Message: ️️️️️️️️️️️️️️️️️️️️️️️️️This is my prefix⇉ [ / ]
19:24:49 18/12/2023 - User: 61554338835999, Message: ️️️️️️️️️️️️️️️️️️️️️️️️️This is my prefix⇉ [ ? ]
19:24:50 18/12/2023 - User: undefined, Message: undefined
19:24:50 18/12/2023 - User: undefined, Message: undefined
19:24:50 18/12/2023 - User: undefined, Message: undefined
19:24:50 18/12/2023 - User: undefined, Message: undefined
19:24:51 18/12/2023 - User: undefined, Message: undefined
19:24:51 18/12/2023 - User: undefined, Message: undefined
19:24:51 18/12/2023 - User: 61554201747411, Message: undefined
19:26:20 18/12/2023 - User: 61554201747411, Message: nag luluko bot mo
19:26:20 18/12/2023 - User: 61554201747411, Message: undefined
19:26:25 18/12/2023 - User: undefined, Message: undefined
19:26:30 18/12/2023 - User: 100045914132564, Message: undefined
19:26:32 18/12/2023 - User: undefined, Message: undefined
19:26:32 18/12/2023 - User: undefined, Message: undefined
19:26:37 18/12/2023 - User: undefined, Message: undefined
19:26:38 18/12/2023 - User: undefined, Message: undefined
19:26:38 18/12/2023 - User: 61554201747411, Message: callad
19:26:40 18/12/2023 - User: undefined, Message: undefined
19:26:41 18/12/2023 - User: undefined, Message: undefined
19:26:41 18/12/2023 - User: 61554201747411, Message: .callad
19:26:42 18/12/2023 - User: 61554516933970, Message: This command doesn't need a prefix
19:26:44 18/12/2023 - User: 100036956043695, Message: -
19:26:45 18/12/2023 - User: undefined, Message: undefined
19:26:45 18/12/2023 - User: undefined, Message: undefined
19:26:46 18/12/2023 - User: undefined, Message: undefined
19:26:46 18/12/2023 - User: 61554201747411, Message: naluko na
19:26:46 18/12/2023 - User: undefined, Message: undefined
19:27:21 18/12/2023 - User: 100045914132564, Message: Ngek sa coding ata
19:27:28 18/12/2023 - User: 100045914132564, Message: .callad
19:27:29 18/12/2023 - User: 61554516933970, Message: This command doesn't need a prefix
19:27:32 18/12/2023 - User: undefined, Message: undefined
19:27:33 18/12/2023 - User: undefined, Message: undefined
19:27:33 18/12/2023 - User: 61554201747411, Message: callaf
19:27:36 18/12/2023 - User: 100045914132564, Message: .restart
19:27:37 18/12/2023 - User: 61554516933970, Message: fuckyou Bot are now Restarting...
19:27:38 18/12/2023 - User: undefined, Message: undefined
19:27:38 18/12/2023 - User: undefined, Message: undefined
19:27:39 18/12/2023 - User: 61554201747411, Message: callad
19:27:42 18/12/2023 - User: 100045914132564, Message: Callaf HWHAHA
19:27:46 18/12/2023 - User: 100084460236270, Message: Wait Boss
19:27:48 18/12/2023 - User: 100045914132564, Message: undefined
19:27:51 18/12/2023 - User: undefined, Message: undefined
19:27:52 18/12/2023 - User: 100045914132564, Message: undefined
19:27:54 18/12/2023 - User: 100045914132564, Message: undefined
19:27:57 18/12/2023 - User: 61554516933970, Message: undefined
19:27:57 18/12/2023 - User: 61554516933970, Message: undefined
19:27:57 18/12/2023 - User: 61554516933970, Message: undefined
19:27:57 18/12/2023 - User: 100045914132564, Message: undefined
19:27:57 18/12/2023 - User: 61554516933970, Message: undefined
19:28:04 18/12/2023 - User: 100063140322558, Message: F you too
19:28:04 18/12/2023 - User: 100063140322558, Message: undefined
19:28:05 18/12/2023 - User: 100063140322558, Message: undefined
19:28:05 18/12/2023 - User: 100063140322558, Message: undefined
19:28:07 18/12/2023 - User: undefined, Message: undefined
19:28:09 18/12/2023 - User: undefined, Message: undefined
19:28:09 18/12/2023 - User: 61554201747411, Message: callad hi
19:28:15 18/12/2023 - User: 61554516933970, Message: Yenzy Bot, your keyboard hero level has reached level 2
19:28:16 18/12/2023 - User: 61554516933970, Message: undefined
19:28:16 18/12/2023 - User: 61554516933970, Message: undefined
19:28:16 18/12/2023 - User: 100090137892688, Message: Yenzy Bot, your keyboard hero level has reached level 2
19:28:17 18/12/2023 - User: 100090137892688, Message: undefined
19:28:17 18/12/2023 - User: 100090137892688, Message: undefined
19:28:18 18/12/2023 - User: 100063140322558, Message: [ OTHERBOT DETECTED ]

you have been banned to the system to prevent spam Kobe Brynt
19:28:18 18/12/2023 - User: 100063140322558, Message: [ OTHERBOT DETECTED ]

you have been banned to the system to prevent spam Nguyën Than
19:28:18 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:19 18/12/2023 - User: 100063140322558, Message: undefined
19:28:46 18/12/2023 - User: 100045914132564, Message: callad hi
19:28:49 18/12/2023 - User: undefined, Message: undefined
19:28:50 18/12/2023 - User: undefined, Message: undefined
19:28:50 18/12/2023 - User: 100036956043695, Message: -
19:28:51 18/12/2023 - User: undefined, Message: undefined
19:28:52 18/12/2023 - User: undefined, Message: undefined
19:28:52 18/12/2023 - User: undefined, Message: undefined
19:28:53 18/12/2023 - User: undefined, Message: undefined
19:28:54 18/12/2023 - User: undefined, Message: undefined
19:28:55 18/12/2023 - User: undefined, Message: undefined
19:28:55 18/12/2023 - User: 61554201747411, Message: $adc callad
19:28:56 18/12/2023 - User: undefined, Message: undefined
19:28:56 18/12/2023 - User: undefined, Message: undefined
19:28:56 18/12/2023 - User: undefined, Message: undefined
19:28:56 18/12/2023 - User: undefined, Message: undefined
19:28:57 18/12/2023 - User: undefined, Message: undefined
19:28:57 18/12/2023 - User: 100063140322558, Message: https://pastebin.com/raw/EbQDeqjc
19:28:57 18/12/2023 - User: undefined, Message: undefined
19:28:58 18/12/2023 - User: undefined, Message: undefined
19:28:59 18/12/2023 - User: undefined, Message: undefined
19:29:00 18/12/2023 - User: 100063140322558, Message: undefined
19:29:00 18/12/2023 - User: undefined, Message: undefined
19:29:02 18/12/2023 - User: undefined, Message: undefined
19:29:02 18/12/2023 - User: undefined, Message: undefined
19:29:02 18/12/2023 - User: 61554201747411, Message: .adc callad
19:29:02 18/12/2023 - User: undefined, Message: undefined
19:29:03 18/12/2023 - User: undefined, Message: undefined
19:29:03 18/12/2023 - User: undefined, Message: undefined
19:29:03 18/12/2023 - User: undefined, Message: undefined
19:29:03 18/12/2023 - User: 100084460236270, Message: You have no permission to use command "adc"
19:29:03 18/12/2023 - User: undefined, Message: undefined
19:29:03 18/12/2023 - User: undefined, Message: undefined
19:29:03 18/12/2023 - User: 100036956043695, Message: Hello
19:29:04 18/12/2023 - User: undefined, Message: undefined
19:29:04 18/12/2023 - User: undefined, Message: undefined
19:29:04 18/12/2023 - User: undefined, Message: undefined
19:29:04 18/12/2023 - User: undefined, Message: undefined
19:29:05 18/12/2023 - User: undefined, Message: undefined
19:29:19 18/12/2023 - User: undefined, Message: undefined
19:29:19 18/12/2023 - User: undefined, Message: undefined
19:29:19 18/12/2023 - User: undefined, Message: undefined
19:29:19 18/12/2023 - User: undefined, Message: undefined
19:29:20 18/12/2023 - User: undefined, Message: undefined
19:29:20 18/12/2023 - User: undefined, Message: undefined
19:29:20 18/12/2023 - User: undefined, Message: undefined
19:29:20 18/12/2023 - User: 100036956043695, Message: &
19:29:20 18/12/2023 - User: undefined, Message: undefined
19:29:21 18/12/2023 - User: 61554201747411, Message: .
19:29:21 18/12/2023 - User: undefined, Message: undefined
19:29:21 18/12/2023 - User: 61554516933970, Message: Command not found
Use .help to display all commands is that "sim" or not?
19:29:21 18/12/2023 - User: 100036956043695, Message: -
19:29:21 18/12/2023 - User: 100084460236270, Message: The command you used doesn't exist, is that "bard" or not?
19:29:21 18/12/2023 - User: undefined, Message: undefined
19:29:21 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:22 18/12/2023 - User: undefined, Message: undefined
19:29:23 18/12/2023 - User: undefined, Message: undefined
19:29:23 18/12/2023 - User: undefined, Message: undefined
19:29:23 18/12/2023 - User: undefined, Message: undefined
19:29:23 18/12/2023 - User: 61554201747411, Message: .adc
19:30:01 18/12/2023 - User: undefined, Message: undefined
19:30:04 18/12/2023 - User: undefined, Message: undefined
19:30:14 18/12/2023 - User: undefined, Message: undefined
19:30:16 18/12/2023 - User: undefined, Message: undefined
19:30:19 18/12/2023 - User: undefined, Message: undefined
19:30:19 18/12/2023 - User: undefined, Message: undefined
19:30:22 18/12/2023 - User: undefined, Message: undefined
19:30:33 18/12/2023 - User: undefined, Message: undefined
19:30:33 18/12/2023 - User: 61554516933970, Message: undefined
19:30:35 18/12/2023 - User: 61554516933970, Message: undefined
19:30:35 18/12/2023 - User: undefined, Message: undefined
19:30:36 18/12/2023 - User: undefined, Message: undefined
19:30:37 18/12/2023 - User: undefined, Message: undefined
19:30:38 18/12/2023 - User: 100036956043695, Message: -help
19:30:40 18/12/2023 - User: undefined, Message: undefined
19:30:41 18/12/2023 - User: undefined, Message: undefined
19:30:42 18/12/2023 - User: undefined, Message: undefined
19:30:51 18/12/2023 - User: undefined, Message: undefined
19:30:52 18/12/2023 - User: 100036956043695, Message: -
19:30:52 18/12/2023 - User: undefined, Message: undefined
19:30:54 18/12/2023 - User: undefined, Message: undefined
19:30:54 18/12/2023 - User: undefined, Message: undefined
19:30:54 18/12/2023 - User: undefined, Message: undefined
19:30:54 18/12/2023 - User: undefined, Message: undefined
19:31:04 18/12/2023 - User: undefined, Message: undefined
19:31:07 18/12/2023 - User: undefined, Message: undefined
19:31:07 18/12/2023 - User: 61554201747411, Message: /adc adc
19:31:08 18/12/2023 - User: undefined, Message: undefined
19:31:08 18/12/2023 - User: undefined, Message: undefined
19:31:08 18/12/2023 - User: undefined, Message: undefined
19:31:08 18/12/2023 - User: undefined, Message: undefined
19:31:09 18/12/2023 - User: 100090137892688, Message: https://pastebin.com/raw/0WFSfZgB
19:31:10 18/12/2023 - User: undefined, Message: undefined
19:31:10 18/12/2023 - User: undefined, Message: undefined
19:31:11 18/12/2023 - User: 61554201747411, Message: undefined
19:31:11 18/12/2023 - User: undefined, Message: undefined
19:31:16 18/12/2023 - User: undefined, Message: undefined
19:31:32 18/12/2023 - User: 100045914132564, Message: .adc adc
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: 100084460236270, Message: You have no permission to use command "adc"
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:33 18/12/2023 - User: undefined, Message: undefined
19:31:45 18/12/2023 - User: undefined, Message: undefined
19:31:48 18/12/2023 - User: undefined, Message: undefined
19:31:48 18/12/2023 - User: 100036956043695, Message: -
19:31:50 18/12/2023 - User: undefined, Message: undefined
19:31:50 18/12/2023 - User: undefined, Message: undefined
19:32:03 18/12/2023 - User: undefined, Message: undefined
19:32:04 18/12/2023 - User: undefined, Message: undefined
19:32:04 18/12/2023 - User: 100036956043695, Message: -ai
19:32:07 18/12/2023 - User: undefined, Message: undefined
19:32:07 18/12/2023 - User: undefined, Message: undefined
19:32:07 18/12/2023 - User: undefined, Message: undefined
19:32:07 18/12/2023 - User: undefined, Message: undefined
19:32:07 18/12/2023 - User: 100036956043695, Message: undefined
19:32:07 18/12/2023 - User: undefined, Message: undefined
19:32:19 18/12/2023 - User: 100036956043695, Message: Ai
19:32:20 18/12/2023 - User: 100036956043695, Message: undefined
19:32:20 18/12/2023 - User: undefined, Message: undefined
19:32:21 18/12/2023 - User: 100036956043695, Message: undefined
19:32:22 18/12/2023 - User: undefined, Message: undefined
19:32:26 18/12/2023 - User: undefined, Message: undefined
19:32:29 18/12/2023 - User: undefined, Message: undefined
19:32:29 18/12/2023 - User: 61554201747411, Message: .cmd load adc
19:32:30 18/12/2023 - User: undefined, Message: undefined
19:32:30 18/12/2023 - User: 100084460236270, Message: The command you used doesn't exist, is that "markcmt" or not?
19:32:30 18/12/2023 - User: undefined, Message: undefined
19:32:30 18/12/2023 - User: undefined, Message: undefined
19:32:30 18/12/2023 - User: 61554516933970, Message: » Downloaded successfully 1 command(s)
19:32:31 18/12/2023 - User: undefined, Message: undefined
19:32:31 18/12/2023 - User: undefined, Message: undefined
19:32:31 18/12/2023 - User: undefined, Message: undefined
19:32:31 18/12/2023 - User: undefined, Message: undefined
19:32:32 18/12/2023 - User: undefined, Message: undefined
19:32:32 18/12/2023 - User: undefined, Message: undefined
19:32:32 18/12/2023 - User: undefined, Message: undefined
19:32:32 18/12/2023 - User: 61554201747411, Message: undefined
19:32:33 18/12/2023 - User: undefined, Message: undefined
19:32:33 18/12/2023 - User: undefined, Message: undefined
19:32:33 18/12/2023 - User: undefined, Message: undefined
19:32:34 18/12/2023 - User: undefined, Message: undefined
19:32:34 18/12/2023 - User: undefined, Message: undefined
19:32:38 18/12/2023 - User: undefined, Message: undefined
19:32:45 18/12/2023 - User: undefined, Message: undefined
19:32:45 18/12/2023 - User: undefined, Message: undefined
19:32:46 18/12/2023 - User: undefined, Message: undefined
19:32:48 18/12/2023 - User: undefined, Message: undefined
19:32:49 18/12/2023 - User: undefined, Message: undefined
19:33:22 18/12/2023 - User: undefined, Message: undefined
19:33:23 18/12/2023 - User: undefined, Message: undefined
19:33:25 18/12/2023 - User: undefined, Message: undefined
19:33:27 18/12/2023 - User: undefined, Message: undefined
19:33:27 18/12/2023 - User: undefined, Message: undefined
19:33:29 18/12/2023 - User: undefined, Message: undefined
19:33:31 18/12/2023 - User: undefined, Message: undefined
19:33:33 18/12/2023 - User: undefined, Message: undefined
19:34:31 18/12/2023 - User: undefined, Message: undefined
19:34:33 18/12/2023 - User: undefined, Message: undefined
19:34:59 18/12/2023 - User: undefined, Message: undefined
19:35:36 18/12/2023 - User: 100036956043695, Message: -
19:35:37 18/12/2023 - User: undefined, Message: undefined
19:35:37 18/12/2023 - User: undefined, Message: undefined
19:35:38 18/12/2023 - User: undefined, Message: undefined
19:35:40 18/12/2023 - User: undefined, Message: undefined
19:35:43 18/12/2023 - User: undefined, Message: undefined
19:35:43 18/12/2023 - User: 61554201747411, Message: .cmd load callad
19:35:43 18/12/2023 - User: undefined, Message: undefined
19:35:43 18/12/2023 - User: undefined, Message: undefined
19:35:44 18/12/2023 - User: 100084460236270, Message: The command you used doesn't exist, is that "markcmt" or not?
19:35:44 18/12/2023 - User: undefined, Message: undefined
19:35:44 18/12/2023 - User: undefined, Message: undefined
19:35:44 18/12/2023 - User: 61554516933970, Message: » Downloaded successfully 1 command(s)
19:35:44 18/12/2023 - User: undefined, Message: undefined
19:35:44 18/12/2023 - User: undefined, Message: undefined
19:35:45 18/12/2023 - User: undefined, Message: undefined
19:35:45 18/12/2023 - User: undefined, Message: undefined
19:35:45 18/12/2023 - User: undefined, Message: undefined
19:35:45 18/12/2023 - User: 100036956043695, Message: Jnanakaa
19:35:45 18/12/2023 - User: undefined, Message: undefined
19:35:45 18/12/2023 - User: undefined, Message: undefined
19:35:46 18/12/2023 - User: undefined, Message: undefined
19:35:46 18/12/2023 - User: undefined, Message: undefined
19:35:46 18/12/2023 - User: undefined, Message: undefined
19:35:46 18/12/2023 - User: 100084460236270, Message: undefined
19:35:47 18/12/2023 - User: undefined, Message: undefined
19:35:48 18/12/2023 - User: undefined, Message: undefined
19:35:49 18/12/2023 - User: undefined, Message: undefined
19:35:50 18/12/2023 - User: undefined, Message: undefined
19:35:52 18/12/2023 - User: undefined, Message: undefined
19:35:52 18/12/2023 - User: 61554201747411, Message: callad kantutan
19:35:53 18/12/2023 - User: undefined, Message: undefined
19:35:53 18/12/2023 - User: undefined, Message: undefined
19:35:53 18/12/2023 - User: undefined, Message: undefined
19:35:53 18/12/2023 - User: undefined, Message: undefined
19:35:53 18/12/2023 - User: undefined, Message: undefined
19:35:55 18/12/2023 - User: 61554201747411, Message: undefined
19:35:57 18/12/2023 - User: undefined, Message: undefined
19:35:57 18/12/2023 - User: 100090137892688, Message: Jyro, your keyboard hero level has reached level 3
19:35:58 18/12/2023 - User: undefined, Message: undefined
19:35:59 18/12/2023 - User: 100090137892688, Message: undefined
19:36:04 18/12/2023 - User: undefined, Message: undefined
19:36:09 18/12/2023 - User: undefined, Message: undefined
19:36:26 18/12/2023 - User: undefined, Message: undefined
19:36:26 18/12/2023 - User: undefined, Message: undefined
19:36:44 18/12/2023 - User: undefined, Message: undefined
19:36:46 18/12/2023 - User: undefined, Message: undefined
19:36:46 18/12/2023 - User: 61554201747411, Message: .cmd load callad
19:36:47 18/12/2023 - User: 100084460236270, Message: The command you used doesn't exist, is that "markcmt" or not?
19:36:47 18/12/2023 - User: undefined, Message: undefined
19:36:47 18/12/2023 - User: undefined, Message: undefined
19:36:47 18/12/2023 - User: undefined, Message: undefined
19:36:47 18/12/2023 - User: undefined, Message: undefined
19:36:47 18/12/2023 - User: 61554516933970, Message: » Downloaded successfully 1 command(s)
19:36:47 18/12/2023 - User: undefined, Message: undefined
19:36:48 18/12/2023 - User: undefined, Message: undefined
19:36:48 18/12/2023 - User: undefined, Message: undefined
19:36:48 18/12/2023 - User: undefined, Message: undefined
19:36:48 18/12/2023 - User: undefined, Message: undefined
19:36:49 18/12/2023 - User: undefined, Message: undefined
19:36:49 18/12/2023 - User: 100084460236270, Message: undefined
19:36:50 18/12/2023 - User: undefined, Message: undefined
19:36:52 18/12/2023 - User: undefined, Message: undefined
19:36:52 18/12/2023 - User: 100036956043695, Message: -randomedit
19:36:52 18/12/2023 - User: undefined, Message: undefined
19:36:53 18/12/2023 - User: undefined, Message: undefined
19:36:54 18/12/2023 - User: undefined, Message: undefined
19:36:54 18/12/2023 - User: 61554201747411, Message: callad kantutan ck yg
19:36:55 18/12/2023 - User: undefined, Message: undefined
19:36:55 18/12/2023 - User: undefined, Message: undefined
19:36:55 18/12/2023 - User: undefined, Message: undefined
19:36:55 18/12/2023 - User: undefined, Message: undefined
19:36:55 18/12/2023 - User: undefined, Message: undefined
19:36:59 18/12/2023 - User: undefined, Message: undefined
19:36:59 18/12/2023 - User: undefined, Message: undefined
19:36:59 18/12/2023 - User: undefined, Message: undefined
19:37:00 18/12/2023 - User: undefined, Message: undefined
19:37:02 18/12/2023 - User: undefined, Message: undefined
19:37:03 18/12/2023 - User: 100036956043695, Message: Random edit
19:37:04 18/12/2023 - User: undefined, Message: undefined
19:37:05 18/12/2023 - User: undefined, Message: undefined
19:37:06 18/12/2023 - User: 100036956043695, Message: undefined
19:37:09 18/12/2023 - User: undefined, Message: undefined
19:37:11 18/12/2023 - User: undefined, Message: undefined
19:37:11 18/12/2023 - User: 100053549552408, Message: #restart
19:37:12 18/12/2023 - User: undefined, Message: undefined
19:37:12 18/12/2023 - User: 100081804584470, Message: Lhang Smith Bot are now Restarting...
19:37:12 18/12/2023 - User: undefined, Message: undefined
19:37:12 18/12/2023 - User: undefined, Message: undefined
19:37:12 18/12/2023 - User: undefined, Message: undefined
19:37:12 18/12/2023 - User: undefined, Message: undefined
19:37:13 18/12/2023 - User: undefined, Message: undefined
19:37:13 18/12/2023 - User: undefined, Message: undefined
19:37:13 18/12/2023 - User: 100036956043695, Message: Randomedit
19:37:14 18/12/2023 - User: undefined, Message: undefined
19:37:14 18/12/2023 - User: 100036956043695, Message: undefined
19:37:14 18/12/2023 - User: undefined, Message: undefined
19:37:15 18/12/2023 - User: undefined, Message: undefined
19:37:16 18/12/2023 - User: undefined, Message: undefined
19:37:16 18/12/2023 - User: 61554201747411, Message: .
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:17 18/12/2023 - User: 61554516933970, Message: Command not found
Use .help to display all commands is that "sim" or not?
19:37:17 18/12/2023 - User: 100084460236270, Message: The command you used doesn't exist, is that "bard" or not?
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:17 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:18 18/12/2023 - User: undefined, Message: undefined
19:37:19 18/12/2023 - User: undefined, Message: undefined
19:37:20 18/12/2023 - User: undefined, Message: undefined
19:37:20 18/12/2023 - User: undefined, Message: undefined
19:37:21 18/12/2023 - User: undefined, Message: undefined
19:37:22 18/12/2023 - User: undefined, Message: undefined
19:37:23 18/12/2023 - User: undefined, Message: undefined
19:37:35 18/12/2023 - User: undefined, Message: undefined
19:37:35 18/12/2023 - User: undefined, Message: undefined
19:37:37 18/12/2023 - User: undefined, Message: undefined
19:37:37 18/12/2023 - User: undefined, Message: undefined
19:37:42 18/12/2023 - User: undefined, Message: undefined
19:37:42 18/12/2023 - User: undefined, Message: undefined
19:37:43 18/12/2023 - User: undefined, Message: undefined
19:37:45 18/12/2023 - User: undefined, Message: undefined
19:37:49 18/12/2023 - User: undefined, Message: undefined
19:37:49 18/12/2023 - User: undefined, Message: undefined
19:37:49 18/12/2023 - User: undefined, Message: undefined
19:37:50 18/12/2023 - User: undefined, Message: undefined
19:37:50 18/12/2023 - User: undefined, Message: undefined
19:37:52 18/12/2023 - User: undefined, Message: undefined
19:37:55 18/12/2023 - User: undefined, Message: undefined
19:37:55 18/12/2023 - User: undefined, Message: undefined
19:37:56 18/12/2023 - User: undefined, Message: undefined
19:37:56 18/12/2023 - User: undefined, Message: undefined
19:37:57 18/12/2023 - User: undefined, Message: undefined
19:37:57 18/12/2023 - User: undefined, Message: undefined
19:37:57 18/12/2023 - User: undefined, Message: undefined
19:37:58 18/12/2023 - User: undefined, Message: undefined
19:38:00 18/12/2023 - User: undefined, Message: undefined
19:38:00 18/12/2023 - User: undefined, Message: undefined
19:38:00 18/12/2023 - User: undefined, Message: undefined
19:38:02 18/12/2023 - User: undefined, Message: undefined
19:38:21 18/12/2023 - User: undefined, Message: undefined
19:38:21 18/12/2023 - User: undefined, Message: undefined
19:38:22 18/12/2023 - User: undefined, Message: undefined
19:38:22 18/12/2023 - User: undefined, Message: undefined
19:38:25 18/12/2023 - User: undefined, Message: undefined
19:38:34 18/12/2023 - User: undefined, Message: undefined
19:38:34 18/12/2023 - User: undefined, Message: undefined
19:38:36 18/12/2023 - User: undefined, Message: undefined
19:38:36 18/12/2023 - User: undefined, Message: undefined
19:38:37 18/12/2023 - User: undefined, Message: undefined
19:38:39 18/12/2023 - User: undefined, Message: undefined
19:38:43 18/12/2023 - User: undefined, Message: undefined
19:38:46 18/12/2023 - User: undefined, Message: undefined
19:38:46 18/12/2023 - User: undefined, Message: undefined
19:38:47 18/12/2023 - User: undefined, Message: undefined
19:38:47 18/12/2023 - User: undefined, Message: undefined
19:38:48 18/12/2023 - User: undefined, Message: undefined
19:38:48 18/12/2023 - User: undefined, Message: undefined
19:39:13 18/12/2023 - User: undefined, Message: undefined
19:40:46 18/12/2023 - User: undefined, Message: undefined
19:40:48 18/12/2023 - User: undefined, Message: undefined
19:40:49 18/12/2023 - User: undefined, Message: undefined
